source_id	hk_id	name	measure	unit	rate	mined	active	ended	type	bundle	notes	discrete	labels
1	55	FPA.FPA.TEMP RTD_CAL Raw V	voltage	V			1					0	NULL
1	56	FPA.FPA.TEMP_CCD_LEFT Raw V	voltage	V			1					0	NULL
1	57	FPA.FPA.TEMP_CCD_RIGHT Raw V	voltage	V			1					0	NULL
1	58	FPA.FPA.TEMP_PREAMP_TOLEFT Raw V	voltage	V			1					0	NULL
1	59	FPA.FPA.TEMP_PREAMP_BORIGHT Raw V	voltage	V			1					0	NULL
1	60	FPA.FPA.TEMP_ADC_LOW Raw V	voltage	V			1					0	NULL
1	61	FPA.FPA.TEMP_ADC_HIGH Raw V	voltage	V			1					0	NULL
1	62	FPA.FPA.TEMP_DRV_BOT Raw V	voltage	V			1					0	NULL
1	63	FPA.FPA.VCM2_VMON Raw V	voltage	V			1					0	NULL
1	64	FPA.FPA.VCM1_VMON Raw V	voltage	V			1					0	NULL
1	65	FPA.FPA.P5V_VMON Raw V	voltage	V			1					0	NULL
1	66	FPA.FPA.N5V_VMON Raw V	voltage	V			1					0	NULL
1	67	FPA.FPA.N1V2_VMON Raw V	voltage	V			1					0	NULL
1	68	FPA.FPA.P3V3_DIGITAL_VMON Raw V	voltage	V			1					0	NULL
1	69	FPA.FPA.VREF_VMON Raw V	voltage	V			1					0	NULL
1	70	FPA.FPA.P2V3_IMON Raw V	voltage	V			1					0	NULL
1	71	FPA.FPA.P3V3_ANALOG_IMON Raw V	voltage	V			1					0	NULL
1	72	FPA.FPA.P2V3_VMON Raw V	voltage	V			1					0	NULL
1	73	FPA.FPA.REF_GND Raw V	voltage	V			1					0	NULL
1	74	FPA.FPA.P5V_IMON Raw V	voltage	V			1					0	NULL
1	75	FPA.FPA.N5V_IMON Raw V	voltage	V			1					0	NULL
1	76	FPA.FPA.P3V3_DIGITAL_IMON Raw V	voltage	V			1					0	NULL
1	77	FPA.FPA.N1V2_IMON Raw V	voltage	V			1					0	NULL
1	78	FPA.FPA.P3V3_ANALOG_VMON Raw V	voltage	V			1					0	NULL
1	79	FPA.FPA.Board Revision Analog ID Raw V	voltage	V			1					0	NULL
1	80	FPA.FPA.TEMP RTD_CAL V	voltage	V			1					0	NULL
1	81	FPA.FPA.TEMP_CCD_LEFT	temperature	C			1					0	NULL
1	82	FPA.FPA.TEMP_CCD_RIGHT	temperature	C			1					0	NULL
1	83	FPA.FPA.TEMP_PREAMP_TOLEFT	temperature	C			1					0	NULL
1	84	FPA.FPA.TEMP_PREAMP_BORIGHT	temperature	C			1					0	NULL
1	85	FPA.FPA.TEMP_ADC_LOW	temperature	C			1					0	NULL
1	86	FPA.FPA.TEMP_ADC_HIGH	temperature	C			1					0	NULL
1	87	FPA.FPA.TEMP_DRV_BOT	temperature	C			1					0	NULL
1	88	FPA.FPA.VCM2_VMON V	voltage	V			1					0	NULL
1	89	FPA.FPA.VCM1_VMON V	voltage	V			1					0	NULL
1	90	FPA.FPA.P5V_VMON V	voltage	V			1					0	NULL
1	91	FPA.FPA.N5V_VMON V	voltage	V			1					0	NULL
1	92	FPA.FPA.N1V2_VMON V	voltage	V			1					0	NULL
1	93	FPA.FPA.P3V3_DIGITAL_VMON V	voltage	V			1					0	NULL
1	94	FPA.FPA.VREF_VMON V	voltage	V			1					0	NULL
1	95	FPA.FPA.P2V3_IMON V	current	A			1					0	NULL
1	96	FPA.FPA.P3V3_ANALOG_IMON V	current	A			1					0	NULL
1	97	FPA.FPA.P2V3_VMON V	voltage	V			1					0	NULL
1	98	FPA.FPA.REF_GND V	voltage	V			1					0	NULL
1	99	FPA.FPA.P5V_IMON V	current	A			1					0	NULL
1	100	FPA.FPA.N5V_IMON V	current	A			1					0	NULL
1	101	FPA.FPA.P3V3_DIGITAL_IMON V	current	A			1					0	NULL
1	102	FPA.FPA.N1V2_IMON V	current	A			1					0	NULL
1	103	FPA.FPA.P3V3_ANALOG_VMON V	voltage	V			1					0	NULL
1	104	FPA.FPA.Board Revision Analog ID V	voltage	V			1					0	NULL
1	105	FPA.TBAL.LN2 Pri Vlv Pos					1					0	NULL
1	106	FPA.TBAL.LN2 Pri Vlv Alm					1					0	NULL
1	107	FPA.TBAL.LN2 Sec Vlv Pos					1					0	NULL
1	108	FPA.TBAL.LN2 Sec Vlv Alm					1					0	NULL
1	109	FPA.TBAL.CCD Heat Strap SP T	temperature	C			1					0	NULL
1	110	FPA.TBAL.CCD Heat Strap T	temperature	C			1					0	NULL
1	111	FPA.TBAL.CCD Heat Strap Out	percent	%			1					0	NULL
1	112	FPA.TBAL.Wire Harness Heaters SP T	temperature	C			1					0	NULL
1	113	FPA.TBAL.Wire Harness Heaters T	temperature	C			1					0	NULL
1	114	FPA.TBAL.Wire Harness Heaters Out	percent	%			1					0	NULL
1	115	FPA.TBAL.FPA Mount Face Plate SP T	temperature	C			1					0	NULL
1	116	FPA.TBAL.FPA Mount Face Plate T	temperature	C			1					0	NULL
1	117	FPA.TBAL.FPA Mount Face Plate Out	percent	%			1					0	NULL
1	118	FPA.TBAL.LN2 Cold Plate SP T	temperature	C			1					0	NULL
1	119	FPA.TBAL.LN2 Cold Plate T	temperature	C			1					0	NULL
1	120	FPA.TBAL.LN2 Cold Plate Out	percent	%			1					0	NULL
1	121	FPA.TBAL.Shroud Guard Heaters SP T	temperature	C			1					0	NULL
1	122	FPA.TBAL.Shroud Guard Heaters T	temperature	C			1					0	NULL
1	123	FPA.TBAL.Shroud Guard Heaters Out	percent	%			1					0	NULL
1	124	FPA.TBAL.Shroud Heaters SP T	temperature	C			1					0	NULL
1	125	FPA.TBAL.Shroud Heaters T	temperature	C			1					0	NULL
1	126	FPA.TBAL.Shroud Heaters Out	percent	%			1					0	NULL
1	127	FPA.TBAL.Lens SP T	temperature	C			1					0	NULL
1	128	FPA.TBAL.Lens T	temperature	C			1					0	NULL
1	129	FPA.TBAL.Lens Out	percent	%			1					0	NULL
1	130	FPA.TBAL.Translation Stages SP T	temperature	C			1					0	NULL
1	131	FPA.TBAL.Translation StagesT	temperature	C			1					0	NULL
1	132	FPA.TBAL.Translation Stages Out	percent	%			1					0	NULL
1	133	FPA.TBAL.LN2-Primary SP T	temperature	C			1					0	NULL
1	134	FPA.TBAL.LN2-Primary T	temperature	C			1					0	NULL
1	135	FPA.TBAL.LN2-Primary Out	percent	%			1					0	NULL
1	136	FPA.TBAL.LN2-Secondary SP T	temperature	C			1					0	NULL
1	137	FPA.TBAL.LN2-Secondary T	temperature	C			1					0	NULL
1	138	FPA.TBAL.LN2-Secondary Out	percent	%			1					0	NULL
1	139	FPA.TBAL.FPA HSG NEAR CCD END PLATE	temperature	C			1					0	NULL
1	140	FPA.TBAL.FPA HSG TOP	temperature	C			1					0	NULL
1	141	FPA.TBAL.FPA HSG SIDE	temperature	C			1					0	NULL
1	142	FPA.TBAL.FPA HSG BOTTOM	temperature	C			1					0	NULL
1	143	FPA.TBAL.FPA HSG CONNECTOR END PLATE	temperature	C			1					0	NULL
1	144	FPA.TBAL.GSE CCD HEAT STRAP END COLD PLATE I_F	temperature	C			1					0	NULL
1	145	FPA.TBAL.GSE CCD HEAT STRAP END WINDOW I_F	temperature	C			1					0	NULL
1	146	FPA.TBAL.GSE CCD HEAT STRAP COLD PLATE	temperature	C			1					0	NULL
1	147	FPA.TBAL.PARE	temperature	C			1					0	NULL
1	148	FPA.TBAL.HROUD TOP	temperature	C			1					0	NULL
1	149	FPA.TBAL.HROUD WALL 1	temperature	C			1					0	NULL
1	150	FPA.TBAL.HROUD WALL 2	temperature	C			1					0	NULL
1	151	FPA.TBAL.HROUD WALL 3	temperature	C			1					0	NULL
1	152	FPA.TBAL.HROUD WALL 4	temperature	C			1					0	NULL
1	153	FPA.TBAL.TRANSLATON STAGE COLD	temperature	C			1					0	NULL
1	154	FPA.TBAL.TRANSLATON STAGE HOT	temperature	C			1					0	NULL
1	155	FPA.TBAL.COLD PLATE A STAGES	temperature	C			1					0	NULL
1	156	FPA.TBAL.COLD PLATE B LENS MOUNT	temperature	C			1					0	NULL
1	157	FPA.TBAL.T-STRAP 1 BIRDCAGE END	temperature	C			1					0	NULL
1	158	FPA.TBAL.T-STRAP 1 MIDDLE	temperature	C			1					0	NULL
1	159	FPA.TBAL.T-STRAP 1 CCD END	temperature	C			1					0	NULL
1	160	FPA.TBAL.T-STRAP 2 CONN END	temperature	C			1					0	NULL
1	161	FPA.TBAL.T-STRAP 2 MIDDLE	temperature	C			1					0	NULL
1	162	FPA.TBAL.T-STRAP 2 BIRDCAGE END	temperature	C			1					0	NULL
1	163	FPA.TBAL.BIRDCAGE 1	temperature	C			1					0	NULL
1	164	FPA.TBAL.BIRDCAGE 2	temperature	C			1					0	NULL
1	165	FPA.TBAL.BIRDCAGE 3	temperature	C			1					0	NULL
1	166	FPA.TBAL.XFRAME 1	temperature	C			1					0	NULL
1	167	FPA.TBAL.XFRAME 2	temperature	C			1					0	NULL
1	168	FPA.TBAL.CCD	temperature	C			1					0	NULL
1	169	FPA.TBAL.PARE	temperature	C			1					0	NULL
1	170	FPA.TBAL.PARE	temperature	C			1					0	NULL
1	171	FPA.TBAL.TEMP RTD_CAL V	voltage	V			1					0	NULL
1	172	FPA.TBAL.TEMP_DRV_BOT T	temperature	C			1					0	NULL
1	173	FPA.TBAL.TEMP_ADC_HIGH T	temperature	C			1					0	NULL
1	174	FPA.TBAL.TEMP_ADC_LOW T	temperature	C			1					0	NULL
1	175	FPA.TBAL.TEMP_PREAMP_BORIGHT T	temperature	C			1					0	NULL
1	176	FPA.TBAL.TEMP_PREAMP_TOLEFT T	temperature	C			1					0	NULL
1	177	FPA.TBAL.TEMP_CCD_RIGHT T	temperature	C			1					0	NULL
1	178	FPA.TBAL.TEMP_CCD_LEFT T	temperature	C			1					0	NULL
1	179	FPA.TBAL.SPI Box V	voltage	V			1					0	NULL
1	180	FPA.TBAL.SPI Box I	current	mA			1					0	NULL
1	181	FPA.TBAL.SPI Box Trip					1					0	NULL
1	182	FPA.TBAL.P2V3 Analog V	voltage	V			1					0	NULL
1	183	FPA.TBAL.P2V3 Analog I	current	mA			1					0	NULL
1	184	FPA.TBAL.P2V3 Analog Trip					1					0	NULL
1	185	FPA.TBAL.P5V Analog V	voltage	V			1					0	NULL
1	186	FPA.TBAL.P5V Analog I	current	mA			1					0	NULL
1	187	FPA.TBAL.P5V Analog Trip					1					0	NULL
1	188	FPA.TBAL.N5V Analog V	voltage	V			1					0	NULL
1	189	FPA.TBAL.N5V Analog I	current	mA			1					0	NULL
1	190	FPA.TBAL.N5V Analog Trip					1					0	NULL
1	191	FPA.TBAL.N1V2 Analog V	voltage	V			1					0	NULL
1	192	FPA.TBAL.N1V2 Analog I	current	mA			1					0	NULL
1	193	FPA.TBAL.N1V2 Analog Trip					1					0	NULL
1	194	FPA.TBAL.P3V3 Analog V	voltage	V			1					0	NULL
1	195	FPA.TBAL.P3V3 Analog I	current	mA			1					0	NULL
1	196	FPA.TBAL.P3V3 Analog Trip					1					0	NULL
1	197	FPA.TBAL.P3V3 Digital V	voltage	V			1					0	NULL
1	198	FPA.TBAL.P3V3 Digital I	current	mA			1					0	NULL
1	199	FPA.TBAL.P3V3 Digital Trip					1					0	NULL
1	200	FPA.TBAL.RD_1 V	voltage	V			1					0	NULL
1	201	FPA.TBAL.RD_1 I	current	mA			1					0	NULL
1	202	FPA.TBAL.RD_1 Trip					1					0	NULL
1	203	FPA.TBAL.RD_2 V	voltage	V			1					0	NULL
1	204	FPA.TBAL.RD_2 I	current	mA			1					0	NULL
1	205	FPA.TBAL.RD_2 Trip					1					0	NULL
1	206	FPA.TBAL.RD_3 V	voltage	V			1					0	NULL
1	207	FPA.TBAL.RD_3 I	current	mA			1					0	NULL
1	208	FPA.TBAL.RD_3 Trip					1					0	NULL
1	209	FPA.TBAL.SC_DD V	voltage	V			1					0	NULL
1	210	FPA.TBAL.SC_DD I	current	mA			1					0	NULL
1	211	FPA.TBAL.SC_DD Trip					1					0	NULL
1	212	FPA.TBAL.OTG V	voltage	V			1					0	NULL
1	213	FPA.TBAL.OTG I	current	mA			1					0	NULL
1	214	FPA.TBAL.OTG Trip					1					0	NULL
1	215	FPA.TBAL.DG_L V	voltage	V			1					0	NULL
1	216	FPA.TBAL.DG_L I	current	mA			1					0	NULL
1	217	FPA.TBAL.DG_L Trip					1					0	NULL
1	218	FPA.TBAL.RTN V	voltage	V			1					0	NULL
1	219	FPA.TBAL.RTN I	current	mA			1					0	NULL
1	220	FPA.TBAL.RTN Trip					1					0	NULL
1	221	FPA.TBAL.A_I_H V	voltage	V			1					0	NULL
1	222	FPA.TBAL.A_I_H I	current	mA			1					0	NULL
1	223	FPA.TBAL.A_I_H Trip					1					0	NULL
1	224	FPA.TBAL.A_I_L V	voltage	V			1					0	NULL
1	225	FPA.TBAL.A_I_L I	current	mA			1					0	NULL
1	226	FPA.TBAL.A_I_L Trip					1					0	NULL
1	227	FPA.TBAL.A_I_MAG V	voltage	V			1					0	NULL
1	228	FPA.TBAL.A_I_MAG I	current	mA			1					0	NULL
1	229	FPA.TBAL.A_I_MAG Trip					1					0	NULL
1	230	FPA.TBAL.S_H_SW_H V	voltage	V			1					0	NULL
1	231	FPA.TBAL.S_H_SW_H I	current	mA			1					0	NULL
1	232	FPA.TBAL.S_H_SW_H Trip					1					0	NULL
1	233	FPA.TBAL.S_L_SW_L V	voltage	V			1					0	NULL
1	234	FPA.TBAL.S_L_SW_L I	current	mA			1					0	NULL
1	235	FPA.TBAL.S_L_SW_L Trip					1					0	NULL
1	236	FPA.TBAL.S_MAG_SW_MAG V	voltage	V			1					0	NULL
1	237	FPA.TBAL.S_MAG_SW_MAG I	current	mA			1					0	NULL
1	238	FPA.TBAL.S_MAG_SW_MAG Trip					1					0	NULL
1	239	FPA.TBAL.RG1_L V	voltage	V			1					0	NULL
1	240	FPA.TBAL.RG1_L I	current	mA			1					0	NULL
1	241	FPA.TBAL.RG1_L Trip					1					0	NULL
1	242	FPA.TBAL.RG2_L V	voltage	V			1					0	NULL
1	243	FPA.TBAL.RG2_L I	current	mA			1					0	NULL
1	244	FPA.TBAL.RG2_L Trip					1					0	NULL
1	245	FPA.TBAL.RG3_L V	voltage	V			1					0	NULL
1	246	FPA.TBAL.RG3_L I	current	mA			1					0	NULL
1	247	FPA.TBAL.RG3_L Trip					1					0	NULL
1	248	FPA.TBAL.RG1_MAG V	voltage	V			1					0	NULL
1	249	FPA.TBAL.RG1_MAG I	current	mA			1					0	NULL
1	250	FPA.TBAL.RG1_MAG Trip					1					0	NULL
1	251	FPA.TBAL.RG2_MAG V	voltage	V			1					0	NULL
1	252	FPA.TBAL.RG2_MAG I	current	mA			1					0	NULL
1	253	FPA.TBAL.RG2_MAG Trip					1					0	NULL
1	254	FPA.TBAL.RG3_MAG V	voltage	V			1					0	NULL
1	255	FPA.TBAL.RG3_MAG I	current	mA			1					0	NULL
1	256	FPA.TBAL.RG3_MAG Trip					1					0	NULL
1	257	FPA.TBAL.OD V	voltage	V			1					0	NULL
1	258	FPA.TBAL.OD I	current	mA			1					0	NULL
1	259	FPA.TBAL.OD Trip					1					0	NULL
1	260	FPA.EGSE.1 Set	temperature	C			1					0	NULL
1	261	FPA.EGSE.1 Temp	temperature	C			1					0	NULL
1	262	FPA.EGSE.1 Out	percent	%			1					0	NULL
1	263	FPA.EGSE.1 Soak					1					0	NULL
1	264	FPA.EGSE.1 EN					1					0	NULL
1	265	FPA.EGSE.2 Set	temperature	C			1					0	NULL
1	266	FPA.EGSE.2 Temp	temperature	C			1					0	NULL
1	267	FPA.EGSE.2 Out	percent	%			1					0	NULL
1	268	FPA.EGSE.2 Soak					1					0	NULL
1	269	FPA.EGSE.2 EN					1					0	NULL
1	270	FPA.EGSE.3 Set	temperature	C			1					0	NULL
1	271	FPA.EGSE.3 Temp	temperature	C			1					0	NULL
1	272	FPA.EGSE.3 Out	percent	%			1					0	NULL
1	273	FPA.EGSE.3 Soak					1					0	NULL
1	274	FPA.EGSE.3 EN					1					0	NULL
1	275	FPA.EGSE.4 Set	temperature	C			1					0	NULL
1	276	FPA.EGSE.4 Temp	temperature	C			1					0	NULL
1	277	FPA.EGSE.4 Out	percent	%			1					0	NULL
1	278	FPA.EGSE.4 Soak					1					0	NULL
1	279	FPA.EGSE.4 EN					1					0	NULL
1	280	FPA.EGSE.5 Set	temperature	C			1					0	NULL
1	281	FPA.EGSE.5 Temp	temperature	C			1					0	NULL
1	282	FPA.EGSE.5 Out	percent	%			1					0	NULL
1	283	FPA.EGSE.5 Soak					1					0	NULL
1	284	FPA.EGSE.5 EN					1					0	NULL
1	285	FPA.EGSE.6 Set	temperature	C			1					0	NULL
1	286	FPA.EGSE.6 Temp	temperature	C			1					0	NULL
1	287	FPA.EGSE.6 Out	percent	%			1					0	NULL
1	288	FPA.EGSE.6 Soak					1					0	NULL
1	289	FPA.EGSE.6 EN					1					0	NULL
1	290	FPA.EGSE.7 Set	temperature	C			1					0	NULL
1	291	FPA.EGSE.7 Temp	temperature	C			1					0	NULL
1	292	FPA.EGSE.7 Out	percent	%			1					0	NULL
1	293	FPA.EGSE.7 Soak					1					0	NULL
1	294	FPA.EGSE.7 EN					1					0	NULL
1	295	FPA.EGSE.8 Set	temperature	C			1					0	NULL
1	296	FPA.EGSE.8 Temp	temperature	C			1					0	NULL
1	297	FPA.EGSE.8 Out	percent	%			1					0	NULL
1	298	FPA.EGSE.8 Soak					1					0	NULL
1	299	FPA.EGSE.8 EN					1					0	NULL
1	300	FPA.EGSE.1 LN2 Set	temperature	C			1					0	NULL
1	301	FPA.EGSE.1 LN2 Temp	temperature	C			1					0	NULL
1	302	FPA.EGSE.1 LN2 Out	percent	%			1					0	NULL
1	303	FPA.EGSE.1 LN2 Valve Pos					1					0	NULL
1	304	FPA.EGSE.2 LN2 Set	temperature	C			1					0	NULL
1	305	FPA.EGSE.2 LN2 Temp	temperature	C			1					0	NULL
1	306	FPA.EGSE.2 LN2 Out	percent	%			1					0	NULL
1	307	FPA.EGSE.2 LN2 Valve Pos					1					0	NULL
1	308	FPA.EGSE.TC01 FPA Housing Left Side at Front Edge	temperature	C			1					0	NULL
1	309	FPA.EGSE.TC02 FPA Housing Top	temperature	C			1					0	NULL
1	310	FPA.EGSE.TC03 FPA Housing Left Side	temperature	C			1					0	NULL
1	311	FPA.EGSE.TC04 FPA Housing Bottom	temperature	C			1					0	NULL
1	312	FPA.EGSE.TC05 FPA Housing Rear	temperature	C			1					0	NULL
1	313	FPA.EGSE.TC06 GSE Heat Strap at I_F with Pedestal	temperature	C			1					0	NULL
1	314	FPA.EGSE.TC07 SPARE	temperature	C			1					0	NULL
1	315	FPA.EGSE.TC08 GSE Heat Strap Pedestal	temperature	C			1					0	NULL
1	316	FPA.EGSE.TC09 Shroud Top	temperature	C			1					0	NULL
1	317	FPA.EGSE.TC10 Shroud East Side	temperature	C			1					0	NULL
1	318	FPA.EGSE.TC11 Shroud West Side	temperature	C			1					0	NULL
1	319	FPA.EGSE.TC12 FPA mount lower RH corner	temperature	C			1					0	NULL
1	320	FPA.EGSE.TC13 FPA mount lower LH corner	temperature	C			1					0	NULL
1	321	FPA.EGSE.TC14 CP HEATER NORTH	temperature	C			1					0	NULL
1	322	FPA.EGSE.TC15 CP HEATER SOUTH	temperature	C			1					0	NULL
1	323	FPA.EGSE.TC16 CP HEATER EAST	temperature	C			1					0	NULL
1	324	FPA.EGSE.TC17 CP HEATER WEST	temperature	C			1					0	NULL
1	325	FPA.EGSE.TC18 FPA Internal FEE PWB near C376	temperature	C			1					0	NULL
1	326	FPA.EGSE.TC19 FPA Internal FEE PWB near C724	temperature	C			1					0	NULL
1	327	FPA.EGSE.TC20 FPA Internal FEE PWB near R674	temperature	C			1					0	NULL
1	328	FPA.EGSE.TC21 FPA Internal FEE Frame at Bottom Front Left	temperature	C			1					0	NULL
1	329	FPA.EGSE.TC22 FPA Internal FEE Frame at Top Middle Center	temperature	C			1					0	NULL
1	330	FPA.EGSE.TC23 FPA Internal FEE Frame at Top Rear Center	temperature	C			1					0	NULL
1	331	FPA.EGSE.TC24 FPA Internal HS-2 Header at LHP End	temperature	C			1					0	NULL
1	332	FPA.EGSE.TC25 FPA Internal HS-2 Header at FEE Frame End	temperature	C			1					0	NULL
1	333	FPA.EGSE.TC26 FPA Internal HS-1 Header at FEE Frame End	temperature	C			1					0	NULL
1	334	FPA.EGSE.TC27 FPA Internal HS-1 Header at CDD Carrier End	temperature	C			1					0	NULL
1	335	FPA.EGSE.TC28 FPA Internal X-Frame Inside	temperature	C			1					0	NULL
1	336	FPA.EGSE.TC29 FPA Internal X-Frame Outside	temperature	C			1					0	NULL
1	337	FPA.EGSE.TC30 GSE Heat Strap at I_F with FPA	temperature	C			1					0	NULL
1	338	FPA.EGSE.TC31 FPA Housing Right Side at Front Edge	temperature	C			1					0	NULL
1	339	FPA.EGSE.Pressure 1	pressure	Torr			1					0	NULL
1	340	FPA.EGSE.Status 1					1					0	NULL
1	341	FPA.EGSE.Pressure 2	pressure	Torr			1					0	NULL
1	342	FPA.EGSE.Status 2					1					0	NULL
1	343	FPA.Optical.PD Current	current	uA			1					0	NULL
1	344	FPA.Optical.LED Current	current	mA			1					0	NULL
1	345	FPA.Optical.Attenuation	percent	%			1					0	NULL
1	346	FPA.Optical.LED PD Power	power	mW			1					0	NULL
1	347	FPA.Optical.LED Temperature	temperature	C			1					0	NULL
1	348	FPA.EGSE.TC32	temperature	C			1					0	NULL
1	349	FPA.Optical.LED Mode					1					1	{"0": "Always ON", "1": "Gated"}
0	10000	itos.graphs.clcw.packet.version				3	1					0	NULL
0	10001	itos.graphs.clcw.packet.type				3	1					0	NULL
0	10002	itos.graphs.clcw.packet.secondary				3	1					0	NULL
0	10003	itos.graphs.clcw.packet.applicationId				3	1					0	NULL
0	10004	itos.graphs.clcw.packet.grouping				3	1					0	NULL
0	10005	itos.graphs.clcw.packet.sequenceCount				3	1					0	NULL
0	10006	itos.graphs.clcw.packet.length				3	1					0	NULL
0	10007	itos.graphs.clcw.packet.time				3	1					0	NULL
0	10008	itos.graphs.clcw.packet.GBL_CLCW				3	1					0	NULL
0	10009	itos.graphs.clcw.control_word_type				3	1					0	NULL
0	10010	itos.graphs.clcw.clcw_version_number				3	1					0	NULL
0	10011	itos.graphs.clcw.status_field				3	1					0	NULL
0	10012	itos.graphs.clcw.cop_in_effect				3	1					0	NULL
0	10013	itos.graphs.clcw.virtual_channel_id				3	1					0	NULL
0	10014	itos.graphs.clcw.packet.reserved_spare_1				3	1					0	NULL
0	10015	itos.graphs.clcw.flags				3	1					0	NULL
0	10016	itos.graphs.clcw.no_rf_available				3	1					0	NULL
0	10017	itos.graphs.clcw.no_bit_lock				3	1					0	NULL
0	10018	itos.graphs.clcw.lockout				3	1					0	NULL
0	10019	itos.graphs.clcw.wait				3	1					0	NULL
0	10020	itos.graphs.clcw.retransmit				3	1					0	NULL
0	10021	itos.graphs.clcw.farm_b_counter				3	1					0	NULL
0	10022	itos.graphs.clcw.packet.reserved_spare_2				3	1					0	NULL
0	10023	itos.graphs.clcw.report_value				3	1					0	NULL
0	10024	oci.fsw.evs.hk.version				2	1					0	NULL
0	10025	oci.fsw.evs.hk.type				2	1					0	NULL
0	10026	oci.fsw.evs.hk.secondary				2	1					0	NULL
0	10027	oci.fsw.evs.hk.applicationId				2	1					0	NULL
0	10028	oci.fsw.evs.hk.grouping				2	1					0	NULL
0	10029	oci.fsw.evs.hk.sequenceCount				2	1					0	NULL
0	10030	oci.fsw.evs.hk.length				2	1					0	NULL
0	10031	oci.fsw.evs.hk.time				2	1					0	NULL
0	10032	oci.fsw.evs.hk.time_seconds				2	1					0	NULL
0	10033	oci.fsw.evs.hk.time_subseconds				2	1					0	NULL
0	10034	oci.fsw.evs.hk.CmdPC				2	1					0	NULL
0	10035	oci.fsw.evs.hk.CmdEC				2	1					0	NULL
0	10036	oci.fsw.evs.hk.MsgFmtMode				2	1					0	NULL
